cod_autor,nome,nacionalidade
4896,Carolina da Luz,Marianas do Norte
4897,Daniela Cirino,Ilhas Cook
4898,Davi Miguel da Rocha,Vanuatu
4899,Ayla da Luz,Suazilândia
4900,Laura Caldeira,Costa Rica
4901,Eloá Câmara,Eslováquia
4902,Sr. Breno Brito,Ruanda
4903,Manuela Sá,Lesoto
4904,Sra. Ana Cecília Melo,Aruba
4905,Sra. Maria Luiza Dias,Ucrânia
4906,Dr. Henry Gabriel Costa,Argélia
4907,Maria Júlia Mendes,Togo
4908,João Guilherme Pinto,Ilhas Salomão
4909,Eduarda Sá,Sri Lanka
4910,Bella Sá,Ilhas Cook
4911,Rodrigo Cardoso,República Centro-Africana
4912,Sophie Rezende,Ilhas Heard e McDonald
4913,Eduarda Souza,Jamaica
4914,Leonardo Mendonça,Jan Mayen
4915,Vitor Hugo Leão,Tajiquistão
4916,Vitória Siqueira,Sara Ocidental
4917,Carlos Eduardo Gomes,Níger
4918,Isabela Sá,Nauru
4919,Dra. Carolina Aparecida,Senegal
4920,Bella Oliveira,Liechtenstein
4921,Gustavo Ferreira,Brasil
4922,Danilo Alves,Timor Leste
4923,Dr. Thales Mendes,Barein
4924,Maria Julia Alves,Letônia
4925,Gabriela Moraes,Trindade e Tobago
4926,Sr. Luiz Fernando Martins,São Tomé e Príncipe
4927,Marcos Vinicius Nogueira,Ilhas Marshall
4928,Laís Novaes,Azerbaijão
4929,Melissa da Costa,Macau
4930,Ana Cecília da Costa,Croácia
4931,Gabriel Costa,Niue
4932,Ayla Rezende,Guiné-Bissau
4933,Lucas Gabriel Santos,Liechtenstein
4934,Srta. Rafaela Santos,Akrotiri
4935,Gabriela Cavalcanti,Japão
4936,Maysa Novais,Filipinas
4937,Melissa Porto,Chade
4938,Sr. Yuri Moreira,Jan Mayen
4939,Isabel Nascimento,Akrotiri
4940,Rael Santos,Botsuana
4941,Larissa Nogueira,Gana
4942,Alexandre Costa,Eslováquia
4943,Diogo Garcia,Iêmen
4944,Dr. Davi Sá,Somália
4945,Beatriz Novaes,Congo-Kinshasa
4946,Hadassa Macedo,Trindade e Tobago
4947,Julia Gonçalves,Gabão
4948,Brayan Novaes,Svalbard e Jan Mayen
4949,Laís Marques,Monserrate
4950,Dante Marques,Mongólia
4951,Ana Carolina Cardoso,Polônia
4952,João Pedro Silveira,Nigéria
4953,Miguel da Conceição,Marrocos
4954,Luara Oliveira,Ilhas Cook
4955,Lucca Macedo,Ilha Bouvet
4956,Fernando Correia,Barbados
4957,Fernanda das Neves,Cazaquistão
4958,Ravi Lucca Lopes,Ilhas Salomão
4959,Sarah Sales,Wallis e Futuna
4960,Levi Albuquerque,Santa Lúcia
4961,Brayan Vasconcelos,Níger
4962,Yago Sousa,Ilhas dos Cocos
4963,Carolina Aparecida,Nova Caledónia
4964,Pedro Lucas Correia,Camarões
4965,Rafael Cardoso,Albânia
4966,Maria Isis Sales,Somália
4967,Eloá Moreira,Tajiquistão
4968,Luiz Miguel Pires,Guiana
4969,Emanuella Jesus,Luxemburgo
4970,Thomas Viana,Albânia
4971,Hadassa Peixoto,Polônia
4972,Amanda da Rosa,Botsuana
4973,Guilherme Alves,Madagascar
4974,Arthur Miguel Mendes,Rússia
4975,José Miguel Fernandes,São Marinho
4976,Sra. Cecília Moreira,Groenlândia
4977,Esther Garcia,Uganda
4978,Olívia Cavalcante,Argentina
4979,Maria Júlia Lima,Guatemala
4980,Allana Brito,Estônia
4981,Eduardo Leão,Gibraltar
4982,Diogo Novais,Timor Leste
4983,Isis Garcia,Croácia
4984,Raul da Cunha,Macau
4985,José Pedro da Paz,África do Sul
4986,Clara Sousa,Irlanda
4987,Thomas Rocha,Ilha do Natal
4988,Lunna da Luz,Panamá
4989,Sr. Antony das Neves,Santa Helena
4990,Sra. Caroline Moura,Iraque
4991,Luiza Novaes,Somália
4992,Davi Luiz Aparecida,Marianas do Norte
4993,Felipe Oliveira,Geórgia do Sul e Sandwich do Sul
4994,Dra. Cecília Duarte,Bolívia
4995,Luiz Miguel Silva,Roménia
4996,Sr. Brayan Cavalcanti,Líbano
4997,Laís Moura,Taiwan
4998,Vitória Fonseca,Moldávia
4999,Dra. Gabrielly da Mota,República Centro-Africana
5000,Ísis Castro,Catar
